Date,Location,Operator,Route,Type,Aboard,Fatalities,Ground
04/19/1989,"Near Cucuta, Colombia",SATENA,Cucuta - Arauca,Pilatus PC-6 Turbo Porter,11,11,0
04/26/1989,"Baranquilla, Colombia",Aerosucre Colombia,Baranquilla - Bogota,Aérospatiale SE-210 Caravelle,5,5,0
05-05-1989,"Near Cancun, Mexico",Aero Cozumel,Chichen Itza - Cozumel,Britten Norman BN-2A Trislander II,19,6,0
05-06-1989,"Columbia, Tennessee",Southern Express,Memphis - Columbia,Embraer EMB-110 Bandeirante,2,1,0
05-08-1989,"Oskarshamn, Sweden",Holmstoem Air,Stockholm - Oskarshamn,Beechcraft 99,16,16,0
05-09-1989,"Near Tainjin, China",Aero Asahi,,Bell 412,,10,0
06-07-1989,"Near Paramaribo, Surinam",Surinam Airways,Paramaribo - Zanderij,McDonnell Douglas DC-8 Super 62,187,176,0
06-11-1989,"Vereda el Salitre, Colombia",Aerotaca,El Yopal - Tame,de Havilland Canada DHC-6 Twin Otter 300,22,6,0
06-11-1989,"Waipio Valley, Hawaii",SceniAir Tours,"Hilo, HI - Kahului, HI",Beechcraft H18,11,11,0
06/17/1989,"Berlin, Germany",Interflug,Berlin - Moscow,Ilyushin IL-62MK,113,20,1
06/18/1989,"Zabol, Iran",Ariana Afghan Airlines,Kabul - Zaranj,Antonov AN-26,39,6,0
06/22/1989,"Near Tarma, Peru",Fuerza Aérea del Peru,San Ramon - Captain Alvarino,de Havilland Canada DHC-5D Buffalo,62,62,0
06/27/1989,"Kaohsiung, Taiwan",Formosa Airlines,Kaohsiung - Chi-mei,Cessna 404 Titan Courier II,13,12,0
06/28/1989,"Yaounde,  Cameroon",Cameroon Airlines,Douala - Yaounde,Hawker Siddeley HS-748-435 Srs. 2,47,3,0
06/28/1989,"Near Borana, Somalia",Somali Airlines,Hargeisa - Mogadishu,Fokker F-27 Friendship 600RF,30,30,0
06/29/1989,"Cartersville, Georgia",Calair,"Carterville, GA  - Montgomery, AL",Dassault Falcon 20,2,2,0
07/19/1989,"Glen Burnie, Maryland",Air Taxi - Centre Airlines Inc.,"Baltimore, MD - Winchester, VA",Beech E18S,5,2,0
07/19/1989,"Sioux City, Iowa",United Air Lines,"Denver, CO - Chicago, IL",McDonnell Douglas DC-10-10,298,112,0
07/19/1989,"Talourow Island, USSR",Aeroflot,Observation flight out of Cape Schmidt,Antonov AN-26,10,10,0
07/21/1989,"Porgera, New Guinea",Talair,,de Havilland Canada DHC-6 Twin Otter 300,22,3,0
07/21/1989,"Manila, Philippines",Philippine Air Lines,Zamboanga - Manila,BAC One-Eleven 516FP,98,1,8
07/23/1989,"Near Jalalabad, Afghanistan",Military - Afghan Republican Air Force,,Mil Mi-8 / Mil Mi-8,30,30,0
07/26/1989,"Near Chana, Angola",Military - Angolan Air Force,Luena - Cazombo,Antonov AN-26,48,42,0
07/27/1989,"Tripoli, Libya",Korean Airlines,Jeddah - Tripoli,McDonnell Douglas DC-10-30,199,75,4
07/27/1989,"Off Ullung Do, South Korea",Universal Airlines,,Sikorsky S-58T,19,13,0
07/31/1989,"Auckland, New Zealand",Air Freight New Zealand,Auckland - Christchurch,Convair CV-580,3,3,0
08-03-1989,"Samos, Greece",OlympiAviation,Thessaloniki - Samos,Shorts 330-200,34,34,0
08-07-1989,"Near Gambela, Ethiopia",RRC Air Service,Addis Ababa - Bole,de Havilland DHC-6 Twin Otter 300,16,16,0
08-08-1989,"Near Midford Sound, New Zealand",Aspring Air,Wanaka - Milford Sound,Britten-Norman BN-2A-26 Trislander,10,10,0
08/13/1989,"Janice, Mississippi",Private,"Hattiesburg, MS - Gulfport, MS",Cessna 177RG,2,2,0
08/15/1989,,China Eastern Airlines,Shanghai - Hongqiao,Antonov AN-24RV,40,34,0
08/21/1989,"Gold Beach, Oregon",Air Taxi,"Medford, OR - Medford, OR",Beechcraft C90,3,3,0
08/25/1989,"Near Gilgit, Pakistan",Pakistan International Airlines,Gilgit - Islamabad - Chaklala,Fokker F-27 Friendship 200,54,54,0
08/28/1989,"Lynchburg, Virginia",Bay Land Aviation,"Salisbury, MD - Lynchburg, VA",Piper PA-31-350 Navajo,5,5,0
09-03-1989,"Near Havana, Cuba",Cubana de Aviacion,"Havana - Köln, Bonn",Ilyushin IL-62M,126,126,45
09-03-1989,"Near Sao Jose do Xingu, Brazil",Varig,Maraba - Belem,Boeing B-737-241,54,13,0
09-08-1989,"Skagerrak, Denmark",Partnair,Oslo - Hamburg,Convair CV-580,55,55,0
09/15/1989,"Near Bentuni, Indonesia",Merpati Nusantara Airlines,Manokwari - Bentuni,de Havilland Canada DHC-6 Twin Otter 300,22,22,0
09/15/1989,"Mayfield, Kentucky",Wehite Cap Aviation,"Orlando, FL - Mayfield, KY",Beech King Air B100,6,6,0
09/19/1989,"Near Bilma, Niger",Union des Transportes Aeriens,N'Djamena - Paris,McDonnell Douglas DC-10-30,171,171,0
09/20/1989,"Fairbanks, Alaska",Boeing KC-135E,,Military - U.S. Air Force,7,2,0
09/20/1989,"La Guardia Airport, New York, New York",USAir,"New York City - Charlotte, NC",Boeing B-737-401,63,2,0
09/21/1989,,Military - Afghan Republican Air Force,,Mil Mi-8 (helicopter),26,26,0
09/21/1989,"Near Baghran, Afghanistan",Military - Afghan Republican Air Force,,Mil Mi-17 ( helicopter),24,24,0
09/23/1989,"Ujani Dam, India",Vayudoot,Pune - Hyderabad,Dornier Do-288-201,11,11,0
09/26/1989,"Terrace,  Canada",Skylink Airlines,,Swearingen SA.227AC Metro III,7,7,0
09/26/1989,"Nyala, Sudan",Nile Safaris Aviation,,Cessna 404 Titan II,6,6,0
09/27/1989,"Grand Canyon National Park Airport, Tusayan, Arizona",Grand Canyon Airlines,Grand Canyon National Park,de Havilland Canada DHC-6 Twin Otter 300,21,10,0
09/28/1989,"Semyonovka ,Ukraine",MAP,,Antonov An-32,9,9,0
10-04-1989,"Perth, Ontario, Canada",Military - U.S. Air Force,,Boeing KC-135A,4,4,0
10-06-1989,"Uncertain, Texas",Winchester Air,"Uncertain, TX - Destsin, FL",Cessna 208 Caravan I,5,5,0
10-10-1989,"Urpay, Peru",TAUSA,,Cessna 402C Utililiner,12,12,0
10-10-1989,"Lacey Township, New Jersey",Air Taxi - Paramount Aviation Corp.,"New York, NY - AtlantiCity, NJ",Agusta A109A MK II,5,5,0
10/20/1989,"Leninakan, Russia",Aeroflot,Ul'yanovsk - Leninakan,Ilyushin IL-76TD,25,25,0
10/21/1989,"Near Tegucigalpa, Honduras",TAN,Managua - Tegucigalpa,Boeing B-727-224,146,127,0
10/26/1989,"Hualein, China",China Airlines (Taiwan),Hualian - Taibei,Boeing B-737-209,54,54,0
10/27/1989,"Petropavlovsk, USSR",Military - Soviet Air Force,,Antonov AN-26,36,36,0
10/28/1989,"Halawa Point, Molokai, Hawaii",Aloha Island Air,"Kahului, Maui - Kaunakakai, Molokai",de Havilland DHC-6 Twin Otter 300,20,20,0
11-09-1989,"Monrovia, Liberia",Weasua Airtransport,,Britten-Norman BN-2A Islander,10,2,0
11-10-1989,"Maluti Mountains, Lesotho",Military - Royal Lesotho Defence Force,,Casa 212 Aviocar,18,18,0
11/14/1989,"Bardufoss, Norway",Air Express,,Cessna 551 Citation II,4,4,0
11/21/1989,"Near Tyumem, Russia",Aeroflot,Perm - Sovietsky,Antonov AN-24,42,34,0
11/23/1989,Albania,Military - People's Army/ Military - Peoples Air Force,,Mil Mi-4 / Mil Mi-4,24,24,0
11/25/1989,"Seoul, South Korea",Korean Airlines,Seou - Ulsan,Fokker F-28 Fellowship 4000,52,1,0
11/27/1989,"Bogota, Colombia",AVIANCA,Bogota - Cali,Boeing B-727-21,107,107,3
11/27/1989,"Near Jamba, Angola",Tepper Aviation,Kamina - Jamba,Lockheed L-100-20 Hercules,5,5,0
11/28/1989,"Charallave, Venezuela",Lineas Aéreas Cave,Canaima - Ciudad Guayana -Charallave,Cessna 402,7,3,0
11/28/1989,"Block Island, Rhode Island",New England Airlines,"Block Island, RI - Westerly, RI",Britten-Norman BN-2A Islander,8,8,0
12-01-1989,"Patuxent, Maryland",Military - U.S. Army,Fort Belvoir - Patuxent River NAS,CASA 212 Aviocar 200,5,5,0
12/21/1989,"Near Guayaramerin, Bolivia",Military - Bolivian Air Force,Guayaramerin - Santa Cruz,Lockheed C-130A,28,24,0
02-05-1990,"Near Ibague, Colombia",Helicopteros Nacionales de Colombia,Bogota via Neiva - Ibague,Grumman G-159 Gulfstream I,15,15,0
12/26/1989,"Pasco, Washington",United Express,Yakima - Pasco,British Aerospace 3101 Jetstream 31,6,6,0
12/28/1989,"Near Visina, Romania",Tarom,Bicharest - Beogard,Antonov An-24RV,7,7,0
12/30/1989,Milford Sound,Air Fiordland,,Cessna 207 / Cessna 207,5,5,0
01-02-1990,"Java Sea, Indonesia",Pelita Air Service,Palambang and Jakarta,CASA 212 Aviocar 200,16,9,0
01/13/1990,"Near Pervouralsk, Russia",Aeroflot,Tyumen - Ufa,Tupolev TU-134A,71,27,0
01/15/1990,"Pico Blanco, Costa Rica",SANSA,San Jose - Palmar Sur,CASA 212 Aviocar 200,23,23,0
01/17/1990,"Near Leadville, Colorado",Federal Express,Denver - Montrose,Cessna 208A Caravan I Cargomaster,1,1,0
01/18/1990,"Ansonia, Ohio",Aeroflite Services,"Detroit, MI - Louisville, KY",Learjet 23,2,2,0
01/23/1990,"Near Caracas, Venezuela",Military - Venezuelan Navy,Caracas - Puerto Ayancucho,CASA 212-200 Aviocar,25,25,0
01/25/1990,"Cove Neck, New York",AVIANCA,Medellin - New York City,Boeing B-707-321B,158,73,0
01/25/1990,"Mt Rijani, Lombok Island, Indonesia",Airfast Services,Ujung Pandang - Selaparang,Hawker Siddeley HS-748-2A,19,19,0
01/27/1990,"Near Kinkala, Congo",Military - Congolese Air Force,Pointe-Noire - Brazzaville,Nord 262C-66,28,28,0
01/29/1990,"Burlington, Vermont",Airborne Express,"Burlington, VT - Albany, NY",Cessna 208B Caravan I,2,2,0
01/29/1990,"Plattsburg, New York",Wiggins Airways,Plattsburg - Syracuse,Cessna 208B Caravan I Super Cargomaster,1,1,0
02-12-1990,"Bauru, Brazil",TAM (Brazil),San Palo - Bauru - Aracatuba,Fokker 27 Friendship 200,40,2,2
02/14/1990,"Near Bangalore, India",Indian Airlines,Bombay - Bangalore,Airbus A320-231,146,92,0
02/17/1990,"Near Ngwerere, Zambia",Military - Zambian Air Force,M'bala - Likouala,DHC-5 Buffalo,29,29,0
02/27/1990,"Denver, Colorado",Federal Express,Aspen - Denver,Cessna 208A Caravan I Cargomaster,1,1,0
03-01-1990,"Near Meerut, India",Military - Indian Air Force,,MiG-23,1,0,50
03-05-1990,"Sukhbaata, Mongolia",MIAT - Mongolian Airlines,,Antonov AN-26,30,30,0
03-08-1990,"Off Miami, Florida",Sinquanon Management - Air Taxi,,Aerospatiale 350D,3,2,0
03-12-1990,"Off Freetown, Sierre Leone",Helicsa,,Sikorsky S-58ET (helilcopter),13,11,0
03/21/1990,"Las Mesitas, Honduras",TAN Honduras,San Pedro - Tegucigalpa,Lockheed L-188CF Electra,3,3,0
03/23/1990,Santiago de Cuba,Cubana de Aviacion,,Antonov AN-26,46,4,0
03/27/1990,"Kabul, Afghanistan",Aeroflot,Kokand - Kabul,Ilyushin IL-76MD,11,11,0
03/27/1990,"Near Kuito, Angola",Military - Angolan Air Force,,CASA 212 Aviocar 300,25,25,0
04-06-1990,"Juiz De Fora, Brazil",Air Taxi - Transamerica,Rio de Janeiro - Juiz De Flora,Learjet 25C,4,2,0
04-12-1990,"Off Vaeroy, Norway",Wideroe's Flyveselksap,Vaeroy - Bodo,de Havilland Canada DHC-6 Twin Otter 300,5,5,0
04/18/1990,"Off Contadora, Panama",Aeroperlas,,de Havilland Canada DHC-6 Twin Otter 200,22,20,0
04/20/1990,"Near Kinshasa, Zaire",Military - Zairean Air Force,,Lockheed C-130H,24,20,0
04/26/1990,"Near Manila, Philippines",MATS - Manila Aero Transport System,Manila - Roxaz City,Douglas DC-3 (C-47A-30-DK),24,7,0
04/30/1990,"Ship Sands Island, ON, Canada",Frontier Air,"Timmins, Ontario - Ship Sands Island, Ontario",Beechcraft C99,4,1,0
04/30/1990,"Tarbert, England",Military - Royal Air Force,,Avro Shackleton AEW-2,10,10,0
05-05-1990,"Guatamala City , Guatemala",Aerial Transit Company,Guatamala City - La Aurora,Douglas DC-6BF,3,3,24
05-10-1990,"Tuxtla-Gutierrez, Mexico",Avicsa,Tapachula - Tuxtla-Gutierrez,Fairchild F-27,40,20,0
05-11-1990,"Manila, Philippines",Philippine Air Lines,Manila - Iloilo,Boeing B-737-3Y0,119,8,0
05-11-1990,"Near Mt. Emerald, Qld, Australia",Air North Queensland,Proserpine - Mareeba - Claims,Cessna Citation I,11,11,0
05-11-1990,"Near Wurzburg , Germany",Military - Luftwaffe,,Transall C-160D,10,10,0
05/18/1990,"Manila, Philippines",Aerolift Philippines,Manila - Surigao City,Beechcraft 1900C-1,21,21,4
06-06-1990,"Thistle Lake, Northwest Territory, Canada",Ptarmigan Airways,,de Havilland Canada DHC-6 Twin Otter 300,2,2,0
06-06-1990,"Near Altamira, Brazil",TABA,Belem - Altamira,Fairchild FH-227B,42,23,0
06-10-1990,"Oxfordshire, England",British Airways,"Birmingham, England - Malaga, Spain",BAC One-Eleven 528FL,85,0,0
06/25/1990,"Aialak Bay, Alaska",Air Taxi - Trail Lake Flying Service Inc.,"Seward, AK - Aialak Bay, AK",Cessna 207A,5,5,0
07-02-1990,"Ashford, Washington",Air Taxi - Aero West Aviation Inc.,"Aurora, OR - Penticton, Canada",Cessna T210L,5,5,0
07-05-1990,"Near Port Morseby, New Guinea",Douglas Airways,,Britten-Norman 2B-21 Islander,12,8,0
07-12-1990,"Off Union Island, Grenadines Islands",Eagle Air,,Britten-Norman BN-2A-8 Islander,2,2,0
07/27/1990,"Near Maymaneh, Afghanistan",Military - Afghan Republican Air Force,,Mil Mi-8 (helicopter),30,30,0
07/31/1990,"Near Huanuco, Peru",Servicio Expresso Nacional,,Beech King Air B90,9,9,0
08-01-1990,"Stepanakert, Azerbaijan, USSR",Aeroflot,Yerevan - Zvartnots,Yakovlev YAK-40,47,47,0
08-10-1990,"Near Shindand, Afghanistan",Military - Afghan Republican Air Force,,Antonov AN-12,83,83,0
08/21/1990,"Yunlin, Taiwan",Military - Republiof China Air Force,,Beechcraft 1900C,18,18,0
08/27/1990,"Elkhorn, Wisconsin",Private - Omniflight Helicopters,"Elkhorn, WI - Chicago, IL",Bell BHT-206-B Helicopter,5,5,0
12/14/1992,"Lata, Georgia",Military - Russian Air Force,,Mil Mi 8T (helicopter),61,61,0
08/29/1990,"Near Kaiserslautern, Germany",Military - U.S. Air Force,Ramstein AB - Rhein-Main AB,Lockheed C-5A,17,13,0
09-03-1990,"Kaltag, Alaska",Frontier Flying Service,"Nulato, AK - Kaltag, AK",Piper PA-31-325 Navajo,10,3,0
09-11-1990,"Off Newfoundland, Canada",Faucett,Malta - Miami - Reykjavík - Gander,Boeing B-727-247,18,18,0
09-12-1990,"Off Sondre Stromfjord, Greenland",Nuna Air,Sondre Stomfjord - Goose Bay,Cessna 441 Conquest II,8,8,0
09/14/1990,"Koltsovo, Russia",Aeroflot,Volgograd - Sverdlovsk,Yakovlev YAK-42,129,4,0
09/20/1990,"Off Fernando de Noronha, Brazil",SUDENE,Fernando de Noronha -  Recife,Embraer 110P1 Bandeirante,12,12,0
09/24/1990,"San Luis Obispo, California",HiTech Helicopters,"Van Nuys, CA - San Luis Obispo, CA",Cessna 501 Citation,4,4,0
10-02-1990,"Near Kuwait City, Kuwait",Iraqi Airways,,Ilyushin IL-76,130,130,0
10-02-1990,"Guangzhou, China",China Southwest Airlines / Xiamen Airlines,Guangzhou - Shanghi,Boeing B-737-247 / Boeing B-757-21B,226,128,0
10-03-1990,"Cape Canaveral, Florida",Eastern Air Lines,,McDonnell Douglas DC-9-31,97,1,0
10/19/1990,"Near Bella Vista, Bolivia",BAFIN,Bella Vista - La Paz,Douglas C-47B-40-DK,4,4,0
10/24/1990,"Santiago de Cuba, Cuba",Cubana de Aviacion,Camaguey - Santiago de Cuba,Yakovlev YAK-40,31,11,0
11-11-1990,"Novossibirsk, Russia",MAP - Ministerstvo Aviatsionnoi Promyshlennosti,,Antonov AN-8,10,9,0
11/14/1990,"Stadelberg, Switzerland",Alitalia,Milano - Zürich,McDonnell Douglas DC-9-32,46,46,0
11/18/1990,"Near Medellin, Colombia",SATENA,,CASA 212 Aviocar 200,16,16,0
11/19/1990,"Near Ashkhabad, Turkmenistan, USSR",Aeroflot,,Mil Mi-8T,15,15,0
02/17/1991,"Cleveland, Ohio",Ryan International Airlines,Cleveland - Indianapolis,McDonnell Douglas DC-9-15RC,2,2,0
11/21/1990,"Koh Samui, Thailand",Bangkok Airways,Bangkok - Koh Samui,de Havilland Canada DHC-8-103,38,38,0
11/25/1990,"Off Ravenna, Italy",Eitos,,Aerospatiale 330J Puma,13,13,0
12-03-1990,"Romulus, Michigan",Northwest Airlines/ Northwest Airlines,Detroit - Pittsburg,Boeing B-727-251 / MD Douglas DC-9-14,198,8,0
12-04-1990,"Nairobi, Kenya",Sudania Air Cargo,,Boeing B-707-320F,10,10,0
12-06-1990,"Near Matak, Indonesia",Pelita Air Service,,IPTN 332C Super Puma,12,10,0
12/21/1990,"Near False Pass, Alaska",MarkAir Commuter,Cold Bay - False Pass,Cessna 208 Caravan I,1,1,0
01-10-1991,"Near Paramo Mucuti, Venezuela",Military - Venezuelan Navy,Caracas - Merida,CASA 212 Aviocar 200,22,21,0
01-11-1991,"Near Belo Horizonte, Brazil",Belair - Air Taxi,,Learjet 25C,5,5,0
01/30/1991,"Jalaludin, Indonesia",Merpati Nusantara Airlines,,CASA 212 Aviocar 200,21,1,0
01/31/1991,"Near Ras Al Khafji, Saudi Arabia",Lockheed AC-130H Hercules,,Military - U.S. Air Force,13,13,0
02-01-1991,"LAX, Los Angeles, California",USAir / Skywest Airlilnes,Columbus - Los Angeles \  Los Angeles - Fresno,Boeing B-737-300 / Swearingen SA-227AC,99,34,0
02-05-1991,"Near Nea Ankhialos, Greece",Military - HelleniAir Force,,Lockheed C-130H,63,63,0
02-07-1991,"Munford, Alabama",Macon Horizons - Air Taxi,"Macon, GA - Anniston, AL",Piper PA-31-350,4,4,0
02/13/1991,"Aspen, Colorado",Air Taxi - Richmor Aviation,"Las Vegas, NV - Aspen, CO",Learjet35A,3,3,0
02/14/1991,"Near Taisha, Ecuador",Military - Ecuadorean Air Force,Macao - Taisha,de Havilland Canada DHC-6 Twin Otter 300,22,22,0
02/20/1991,"Puerto Williams, Chile",LAN,Punta Arenas - Puerto Williams,British Aerospace BAE-146-200A,72,20,0
03-03-1991,"Near Colorado Springs, Colorado",United Air Lines,Denver - Colorado Springs,Boeing B-737-291,25,25,0
03-05-1991,"La Puerta, Venezuela",Linea Aeropostal Venezolana,Maracaibo - Santa Barbara de Zulia,McDonnell Douglas DC-9-32,45,45,0
03-11-1991,"Hassfurt, Germany",Luft-Taxi Emsland,,Cessna 402B,7,6,0
03/16/1991,"San Diego, CA",Duncan Aircraft Sales,"San Diego - Amarillo, TX  - Evansville, IN",Hawker-Siddeley DH-125-1A/522,10,10,0
03/16/1991,"Malanje, Angola",Transafrik,,Lockheed L-100-30 Hercules,9,9,0
03/18/1991,"Brasillia, Brazil",Conesul Taxi Aéreo,Ubrraba - Brasillia,Gates Learjet 25,7,7,0
03/18/1991,"Treasure Cay, Bahamas",Broward Aviation Services - Air Taxi,,Cessna 402C,5,5,0
03/21/1991,"Ras-al-Mishab, Saudi Arabia",Military - Royal Saudi Air Force,,Lockheed C-130H,98,98,0
03/21/1991,"Off San Diego, California",Military - U.S. Navy / Military -  U.S. Navy,,Lockheed P-3C / Lockheed P-3C,27,27,0
03/23/1991,"Navoi,  Uzbekistan",Uzbek Civil Aviation Administration,Trashkent - Navoi,Antonov AN-24B,63,34,0
03/25/1991,"Near Bangalore, India",Military - Indian Air Force,,Hindustan Aeronautics 748-2,28,28,0
04-01-1991,"Off San Pedro, Belize",TropiAir - Air Taxi,Zeldiver - San Pedro,Cessna 402B,8,8,0
04-04-1991,"Lake Thutade, Canada",Central Mountain Air Services,Sturdee - Smithers,Douglas C-47B-15-DK,7,6,0
04-04-1991,"Marion, Pennsylvania",Private,"Williamsport, PA  - Philadelphia, PA",Piper Aerostar 601 / Bell 412SP,5,5,2
04-05-1991,"Brunswick, Georgia",AtlantiSoutheast Airlines,Atlanta - Brunswick,Embraer 120RT- Brasilia,23,23,0
04/19/1991,"Off Nuka Hiva, French Polynesia",Air Tahiti,Hiva Ou - Nuku Hiva,Dornier Do-228-212,22,11,0
05-05-1991,"Near Awell, Sudan",Nile Safaris Aviation,,Cessna 404 Titan II,8,8,0
05-09-1991,"Sulawesi, Indonesia",Merpati Nusantara Airlines,Ambon - Ternate - Manado,Fokker F-27 Friendship 600,13,13,0
05/13/1991,"Grand Canyon, Airzona",Air Taxi - Air Grand Canyon Inc.,Local sightseeing,Cessna 207A,7,7,0
05/15/1991,"La Poyatta, Colombia",ADES Colombia,Villavicencio - Miraflores Guaviarel,Douglas C-47B,14,13,0
05/23/1991,"Leningrad, USSR",Aeroflot,Sukhumi - Leningrad,Tupolev TU-154B-1,181,13,0
05/24/1991,"Bakhtaran, Iran",Metro Cargo,,Ilyushin 76TD,10,4,0
05/26/1991,"Near Ban Nong Rong, Thailand",Lauda Air,"Bangkok - Wien, Austria",Boeing B-767-3Z9ER,223,223,0
06-01-1991,"Off Matthewtown, Great Inagua",Agape Flight Inc.,"Grada Zuma, Bahamas - Cape Hatien",GAF Nomad N24A,3,2,0
06-10-1991,"Luanda, Angola",Carib Air Transport,Luanda - Cafunfo,Lockheed L-382B Hercules,7,7,0
06/20/1991,"Near Malambo, Colombia",Aerosucre Colombia,Bogota - Malambo,Douglas DC-6BF,18,2,0
06/26/1991,"Gulf of Finland, Russia",Aeroflot,Saint Petersburg - Voronezh,Antonov AN-24,10,10,0
06/26/1991,"Near Sokotu, Nigeria",Okada Air,Benin - Kano,BAC One-Eleven 402AP,53,4,0
07-04-1991,"El Yopal, Colombia",Helicol Colombia,,de Havilland Canada DHC-6 Twin Otter 300,3,3,0
07-09-1991,"Bellavista Airport, Peru",Aerochasqui,,CASA 212 Aviocar 200,15,15,0
07-10-1991,"Birmingham, Alabama",L'Express Airlines,New Orleans - Mobile - Birmingham,Beechcraft BE-99-C99,15,13,0
07-11-1991,"Jeddah, Saudi Arabia",Nationair (chartered by Nigeria Airways),Jeddah - Sokoto,McDonnell Douglas DC-8 Super 61,261,261,0
09/27/1991,"Guadalcanal Island, Solomon Islands",Solomon Islands Airlines,Kira-Kira - Honiara,de Havilland Canada DHC-6 Twin Otter 300,15,15,0
07/22/1991,"Detroit, Michigan",Jetstream Inc.,Detroit - Chicago,Learjet 23,3,3,0
07/23/1991,"Salmon, Idaho",Air Taxi -Wilderness Aviation Inc.,Local flight - Flying B Ranch,Cessna 206,5,5,0
07/25/1991,"Espiritu Santos, Vanuatu",Vanair,Nogougou - Luganville,Britten-Norman BN-2A-6 Islander,9,9,0
08-06-1991,"Rarotonga, Cook Islands",Avalki Air,Altukaki - Rarotonga,Britten-Norman BN-2A-6 Islander,10,6,0
08/14/1991,"Near Uricani, Romania",Tarom,Bucharest - Timisoara,Ilyushin IL-18V,9,9,0
08/14/1991,"Gustavus, Alaska",Air Taxi - Haines Airways Inc.,"Gustavus, AK - Haines, AK",Piper PA-32,6,6,0
08/15/1991,,Transports Aériens de la Guinee-Bissau,Kano - Bamako,Fokker F-27 Friendship 100,3,3,0
08/16/1991,"Imphal, India",Indian Airlines,Calcutta - Imphal,Boeing B-737-2A8,69,69,0
08/20/1991,"Ketchikan, Alaska",Temsco Airlines,"Ketchikan, AK - Wrangell, AK",Britten-Norman BN-2A-6 Islander,4,4,0
08/28/1991,"Walton, Oregon",Air Taxi - Bohemia Inc.,,Aerospatiale 350B1,3,3,0
09-03-1991,"Long Seridan, Malaysia",Airtech Rajawaldi Udara,Bario - Marudi,Shorts SC-7 Skyvan 3-100,20,14,0
09-03-1991,"Sampit, Indonesia",Dirgantara Air Services,Sampit - Plangkaraya,Britten-Norman BN-2A-21,10,3,0
09-11-1991,"Near Eagle Lake, Texas",Continental Express,Laredo - Houston,Embraer 120RT Brasilia,14,14,0
09/16/1991,"Petropavlosk, USSR",Aeroflot,,Antonov AN-72,13,13,0
09/16/1991,"Baranquilla, Colombia",Lineas Aéreas Colombianas,,Handley Page Dart Herald 400,7,7,0
09/17/1991,,Ethiopian Airlines,,Lockheed L-100-30 Hercules,4,4,0
09/18/1991,"Belvedere Center, Vermont",Canair Cargo,Moncton - Hamilton,Convair CV-580,2,2,0
09/23/1991,"Khatanga, Russia",Aeroflot,,Antonov 12BP,16,1,0
09/26/1991,"Off St. Petersburg, USSR",Aeroflot,,Antonov AN-26,10,10,0
09/29/1991,"Near Villavicencio,  Colombia",CORAL Colombia,,Curtiss C-46A,10,1,0
10-05-1991,"Condet, Indonesia",Military - Indonesian Air Force,,Lockheed C-130H-30,135,134,1
10-08-1991,"Katapang, Indonesia",Deraya Air Taxi,,Cessna 402A,9,1,0
10/13/1991,"Aponguao Falls, Venezuela",EDELCA,Kavanayen - Luepa,Bell 214 ST,12,12,0
10/25/1991,"Tumbang Miri, Indonesia",Bali International Air Service,Palangkaraya - Sampit,Britten-Norman BN2A-III-2 Trislander,17,17,0
10/25/1991,"Vallejo, California",Corporate Mobility Inc. - Private,"Concord, CA - Novato, CA",Bell 206B helicopter,3,3,0
10/30/1991,"Near Point Alert, Ellesmere Island, NWT,Canada",Military - Royal Canadian Air Force,Edmonton - Point Alert,Lockheed CC-130E,18,5,0
11-01-1991,"Near Karakent, USSR",Military - Azerbaijan Air Force,,Mil Mi-8 (helicopter),40,40,0
11-07-1991,"Makhackala, Russia",Aeroflot,Ellsta - Makhackala,Yakovlev YAK-40,51,51,0
11-11-1991,"Recife, Brazil",Nordeste Linhas Aereas,,Embraer 110P1 Bandeirante,15,15,2
11/16/1991,"Off Destin, Florida",Baron Aviation,Memphis - Destin,Cessna 208B Caravan I Super Cargomaster,1,1,0
11/16/1991,"Anderma, Russia",Aeroflot,,Antonov AN-12V,20,20,0
11/20/1991,"Nagoro-Karabak, USSR",Military - Soviet Air Force,,Mil Mi-8 (helicopter),23,23,0
11/20/1991,"Davis, California",Air Taxi - Airis Helicopters Inc.,"San Francisco, CA - Sacramento, CA",Bell 206B,3,3,0
11/21/1991,"Khodzhavend, Russia",Azerbaijani Airlines,,Yakovlev YAK-40,20,20,0
11/25/1991,"Sena, Mozambique",STASA,,Douglas C-47B-DK,3,1,0
11/26/1991,"Near Bugulma, Russia",Tartarstan Airlines,Nizhnevartovsk - Bugulma,Antonov AN-24,41,41,0
11/29/1991,"Guaratingueta AB, Brazil",Military - Força Aérea Brasileira,Brasilla  - Guarantinguerta,Embraer C-95C Bandeirante,20,20,0
12-10-1991,"Near  Las Vegas, Nevada",Las Vegas Airlines,"Grand Canyon, AZ - Las Vegas, NV",Piper PA-31-350 Navajo,5,5,0
12-11-1991,"Rome, Georgia",Bruno Air,"Rome, GA - Huntsville, AL",BeechJet 400,9,9,0
12/22/1991,"Heidelberg, Germany",ClassiWings,Frankfurt - Frankfurt,Douglas DC-3A,30,27,0
12/27/1991,"Stockholm, Sweden",Scandinavian Airlines (SAS),Stockholm-Copenhagen-Warsaw,MDonnell Douglas MD-81,129,0,0
12/27/1991,"Massai Marra, Kenya",Eagle Aviation,,Piper PA-31-350 Navajo,5,5,0
12/29/1991,"Wanli, Taiwan",China Airlines (Taiwan),Taipei - Anchorage,Boeing B-747-2R7F,5,5,0
